Codigo_org;idOrg;Codigo_padre;Region;Municipalidad;url_sai;Ingresa;obligadorecibir_sai;tiene_ta
MA023;326900;ASOC;Region de Valparaiso;VALPARAISO;http://;INGRESA;NO;SI
MA029;326950;ASOC;Region de Valparaiso;VALPARAISO;http://;INGRESA;SI;SI
AJ029;330801;AJ000;Region de Valparaiso;VALPARAISO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=undefined;INGRESA;SI;SI
CM154;6729;CM000;Region de Valparaiso;VALPARAISO;http://;NO INGRESA;SI;NO
AE007;842;AE000;Region de Valparaiso;VALPARAISO;http://www.aduana.cl/transparencia/solicitud_informacion.html;INGRESA;SI;SI
AO022;876;AO000;Region de Valparaiso;VALPARAISO;http://ssvsatransparencia.com/2012/Transparencia/solicitud_informacion.html;INGRESA;SI;SI
AO044;56255;AO000;Region de Valparaiso;VALPARAISO;http://transparencia.redsalud.gov.cl/transparencia/public/seremi5/solicitud_informacion.html;INGRESA;SI;SI
NR004;326400;NRCON;Region de Valparaiso;VALPARAISO;http://transparencia.bcn.cl/contacto;NO INGRESA;SI;NO
AO096;927;AO000;Region de Valparaiso;VALPARAISO;http://www.hep.cl/transparencia/transferencias/solicitud_informacion.html;INGRESA;SI;SI
AD014;981;AD000;Region de Valparaiso;VALPARAISO;http://transparencia-armada.cl/transparencia_activa/IG10/solicitud_informacion.html;NO INGRESA;SI;NO
NR005;327300;NRCON;Region de Valparaiso;VALPARAISO;http://centrorespuestas.senado.cl/public_html/front-end/form_transp.php;NO INGRESA;SI;NO
BC001;329350;BC000;Region de Valparaiso;VALPARAISO;http://https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=b6520297fcbd0881eb14918b0b9ac827;INGRESA;SI;SI
MU332;419;MU000;Region de Valparaiso;VALPARAISO;http://www.munivalpo.cl/transparencia/paginas/contacto.aspx;INGRESA;SI;SI
EP021;1114;EP000;Region de Valparaiso;VALPARAISO;http://;NO INGRESA;NO;NO
AH015;330305;AH000;Region de Valparaiso;VALPARAISO;http://;INGRESA;SI;SI
EP001;1090;EP000;Region de Valparaiso;VALPARAISO;http://;NO INGRESA;NO;NO
AB080;833;AB000;Region de Valparaiso;VALPARAISO;http://gorevalparaiso.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AB036;790;AB000;Region de Valparaiso;VALPARAISO;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB018;NO INGRESA;SI;NO
AO095;926;AO000;Region de Valparaiso;VALPARAISO;http://www.hospitalcarlosvanburen.cl/hcvb/gestion_solicitud/solicitud_informacion.html;INGRESA;SI;SI
AK009;1024;AK000;Region de Valparaiso;VALPARAISO;http://www.cajval.cl/transparencia/solicitudinformacion.html;INGRESA;SI;SI
AP006;945;AP000;Region de Valparaiso;VALPARAISO;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
CM262;6837;CM000;Region de Valparaiso;VALPARAISO;http://;NO INGRESA;SI;NO
CM266;6841;CM000;Region de Valparaiso;VALPARAISO;http://;NO INGRESA;SI;NO
UN007;1080;UN000;Region de Valparaiso;VALPARAISO;http://transparencia.uv.cl/index.php/solicitar-informacion/solicitud-online;INGRESA;SI;SI
AV001;1068;AV000;Region de Valparaiso;VALPARAISO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrgTa=BC001;NO INGRESA;SI;SI
NR006;326500;NRCON;Region de Valparaiso;VALPARAISO;https://www.camara.cl/camara/transparencia_solicitud.aspx;NO INGRESA;SI;NO
AO023;877;AO000;Region de Valparaiso;VALPARAISO;http://transparencia.redsalud.gob.cl/transparencia/public/ssvinaquillota/solicitud_informacion.html;INGRESA;SI;SI
AH010;1006;AH000;Region de Valparaiso;VALPARAISO;http://servicios.sernapesca.cl/Siac/faces/jsp/formulario/ingresoFormularioUsuario.xhtml;INGRESA;SI;SI
CM015;58712;CM000;Region de Valparaiso;VALPARAISO;http://www.portaltransparencia.cl/PortalPdT/;INGRESA;SI;SI
AH002;843;AH000;Region de Valparaiso;VALPARAISO;http://subpesca.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
UN006;1085;UN000;Region de Valparaiso;VALPARAISO;https://www.upla.cl/transparencia/aspectos-generales/solicitud-de-acceso-a-la-informacion/formulario-en-linea/;NO INGRESA;SI;NO
AB018;772;AB000;Region de Valparaiso;VALPARAISO;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AP024;331455;AP000;Region de Valparaiso;VALPARAISO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
MU030;117;MU000;Region de Valparaiso;CASABLANCA;http://wp.e-casablanca.cl/;INGRESA;SI;SI
MU063;150;MU000;Region de Valparaiso;CONCON;https://www.concon.cl/formulario-de-peticion-de-informacion-publica.html;NO INGRESA;SI;NO
MU115;560;MU000;Region de Valparaiso;JUAN FERNANDEZ;http://www.comunajuanfernandez.cl/Transparencia/formulario;INGRESA;SI;SI
MA060;330651;ASOC;Region de Valparaiso;PUC HUNCAVI;http://;NO INGRESA;SI;SI
MU229;658;MU000;Region de Valparaiso;PUC HUNCAVI;http://www.munipuchuncavi.cl/2.0/sitio10/new.php;INGRESA;SI;SI
MU258;345;MU000;Region de Valparaiso;QUINTERO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=345;INGRESA;SI;SI
CM196;6771;CM000;Region de Valparaiso;QUINTERO;http://;NO INGRESA;SI;SI
CM171;6746;CM000;Region de Valparaiso;QUINTERO;http://;NO INGRESA;SI;SI
MU340;427;MU000;Region de Valparaiso;VINA DEL MAR;https://transparencia.munivina.cl/solicitud-de-informacion.html;INGRESA;SI;SI
CM264;6839;CM000;Region de Valparaiso;VINA DEL MAR;http://;NO INGRESA;SI;NO
CM279;6854;CM000;Region de Valparaiso;VINA DEL MAR;http://;NO INGRESA;SI;NO
CM107;6682;CM000;Region de Valparaiso;VINA DEL MAR;http://;NO INGRESA;SI;NO
AO098;929;AO000;Region de Valparaiso;VINA DEL MAR;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=929;INGRESA;SI;SI
CM053;58879;CM000;Region de Valparaiso;VINA DEL MAR;http://;NO INGRESA;SI;NO
MA030;329300;ASOC;Region de Valparaiso;VINA DEL MAR;http://;NO INGRESA;SI;NO
MU114;559;MU000;Region de Valparaiso;ISLA DE PASCUA;http://www.rapanui.net/?q=node/962;INGRESA;SI;SI
AB041;795;AB000;Region de Valparaiso;ISLA DE PASCUA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CM148;6723;CM000;Region de Valparaiso;ISLA DE PASCUA;http://;NO INGRESA;SI;NO
CM200;6775;CM000;Region de Valparaiso;ISLA DE PASCUA;http://;NO INGRESA;SI;NO
EP031;326853;EP000;Region de Valparaiso;ISLA DE PASCUA;http://;NO INGRESA;NO;NO
CM120;6695;CM000;Region de Valparaiso;LOS ANDES;http://;NO INGRESA;SI;SI
MU152;591;MU000;Region de Valparaiso;LOS ANDES;http://www.transparencia.losandes.cl/index.php?option=com_content&view=category&layout=blog&id=65&Itemid=120;INGRESA;SI;SI
AB038;792;AB000;Region de Valparaiso;LOS ANDES;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AO101;931;AO000;Region de Valparaiso;LOS ANDES;http://transparencia.redsalud.gov.cl/transparencia/public/AO101/solicitud_informacion.html;INGRESA;SI;SI
MU023;110;MU000;Region de Valparaiso;CALLE LARGA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU023;INGRESA;SI;SI
MU269;692;MU000;Region de Valparaiso;RINCONADA;http://www.munirinconada.cl/transp/index.php/solicitud-de-informacion;NO INGRESA;SI;SI
MU284;706;MU000;Region de Valparaiso;SAN ESTEBAN;http://form.jotformz.com/form/23105454417649;INGRESA;SI;SI
MU123;565;MU000;Region de Valparaiso;LA LIGUA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU123;INGRESA;SI;SI
AB035;789;AB000;Region de Valparaiso;LA LIGUA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU016;103;MU000;Region de Valparaiso;CABILDO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=103;INGRESA;SI;SI
MU202;635;MU000;Region de Valparaiso;PAPUDO;http://www.municipalidadpapudo.cl/formulario_acceso_info.pdf;INGRESA;SI;SI
MU215;302;MU000;Region de Valparaiso;PETORCA;http://www.municipalidadpetorca.cl/;INGRESA;SI;SI
MU345;432;MU000;Region de Valparaiso;ZAPALLAR;http://www.munizapallar.cl/transparencia/files/2014/Formulario_SAI[1].pdf;INGRESA;SI;SI
MU253;680;MU000;Region de Valparaiso;QUILLOTA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=680;INGRESA;SI;SI
AB039;793;AB000;Region de Valparaiso;QUILLOTA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AO099;930;AO000;Region de Valparaiso;QUILLOTA;http://hsmq.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
MU116;203;MU000;Region de Valparaiso;LA CALERA;http://rentas.lacalera.cl:8096/Formulario06.aspx;INGRESA;SI;SI
MU102;189;MU000;Region de Valparaiso;HIJUELAS;http://transparencia.hijuelas.cl/solicitud.php;INGRESA;SI;SI
MU118;561;MU000;Region de Valparaiso;LA CRUZ;http://www.lacruz.cl/imagenes/RSIM/FORMULARIO%20SAI.pdf;INGRESA;SI;SI
MU183;617;MU000;Region de Valparaiso;NOGALES;http://www.muninogales.cl;INGRESA;SI;SI
CF007;330400;CF000;Region de Valparaiso;SAN ANTONIO;https://tecnologicovalparaiso.cl/?p=205108;INGRESA;SI;SI
AB040;794;AB000;Region de Valparaiso;SAN ANTONIO;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CM224;6799;CM000;Region de Valparaiso;SAN ANTONIO;http://;NO INGRESA;SI;SI
MU280;367;MU000;Region de Valparaiso;SAN ANTONIO;http://www.sanantonio.cl/index.php/gestion-municipal/transparencia/solicitud;INGRESA;SI;SI
EP019;1112;EP000;Region de Valparaiso;SAN ANTONIO;http://;NO INGRESA;NO;NO
MA061;330652;ASOC;Region de Valparaiso;SAN ANTONIO;http://;NO INGRESA;SI;SI
CM273;6848;CM000;Region de Valparaiso;SAN ANTONIO;http://;NO INGRESA;SI;NO
AO094;925;AO000;Region de Valparaiso;SAN ANTONIO;http://www.hcv.cl/transparencia/solicitud_informacion.html;INGRESA;SI;SI
MU001;461;MU000;Region de Valparaiso;ALGARROBO;http://;INGRESA;SI;NO
MU029;116;MU000;Region de Valparaiso;CARTAGENA;https://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU029;INGRESA;SI;SI
MU085;532;MU000;Region de Valparaiso;EL QUISCO;http://www.elquisco.cl/web/index.php?action=plantillas_selec_fecha&ig=248;INGRESA;SI;SI
MU086;533;MU000;Region de Valparaiso;EL TABO;http://www.eltabo.cl/transparencia2/index.php?option=com_ckforms&view=ckforms&id=2&Itemid=189;INGRESA;SI;SI
MU309;725;MU000;Region de Valparaiso;SANTO DOMINGO;http://190.98.197.123/Transparencia_SantoDomingo/index.php?option=com_contact&view=contact&id=1;INGRESA;SI;SI
AO021;875;AO000;Region de Valparaiso;SAN FELIPE;http://transparencia.redsalud.gov.cl/transparencia/public/ssaconcagua/solicitud_informacion.html;INGRESA;SI;SI
AO054;893;AO000;Region de Valparaiso;SAN FELIPE;http://transparencia.redsalud.gov.cl/transparencia/public/AO054/Solicitud%20de%20Informacion.htm;INGRESA;SI;SI
MU286;373;MU000;Region de Valparaiso;SAN FELIPE;http://www.sanfelipetransparente.cl/sitio/images/formulario%20oirs%20transparencia.docx;INGRESA;SI;SI
AB037;791;AB000;Region de Valparaiso;SAN FELIPE;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU032;487;MU000;Region de Valparaiso;CATEMU;http://www.municatemu.cl;INGRESA;SI;SI
MA016;328200;ASOC;Region de Valparaiso;CATEMU;http://;NO INGRESA;SI;SI
MU143;583;MU000;Region de Valparaiso;LLAY LLAY;http://www.municipalidadllayllay.cl/Transparencia/app/menu/menu.php;INGRESA;SI;SI
CM137;6712;CM000;Region de Valparaiso;PANQUEHUE;http://;NO INGRESA;SI;NO
MU201;634;MU000;Region de Valparaiso;PANQUEHUE;http://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU201;INGRESA;SI;SI
MU243;330;MU000;Region de Valparaiso;PUTAENDO;http://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=330;INGRESA;SI;SI
MU307;394;MU000;Region de Valparaiso;SANTA MARIA;http://www.imsantamaria.cl/transp/index.php?option=com_content&task=view&id=33&Itemid=48;INGRESA;SI;SI
CM019;58716;CM000;Region de Valparaiso;QUILPUE;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_ pdtorganismosportlet&orgcode=940b2f9fbd3dcc3d62b6fa3d92bd1025;INGRESA;SI;SI
AO097;928;AO000;Region de Valparaiso;QUILPUE;http://dssvq.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
CM245;6820;CM000;Region de Valparaiso;QUILPUE;http://;NO INGRESA;SI;NO
AB090;326501;AB000;Region de Valparaiso;QUILPUE;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU254;341;MU000;Region de Valparaiso;QUILPUE;http://transparencia.quilpue.cl/solicitud-de-informacion.html;INGRESA;SI;SI
MU139;579;MU000;Region de Valparaiso;LIMACHE;http://www.limache.cl/ley20285/FormularioSolicitud.pdf;INGRESA;SI;SI
MU190;277;MU000;Region de Valparaiso;OLMUE;http://;INGRESA;SI;SI
CM009;58702;CM000;Region de Valparaiso;VILLA ALEMANA;http://www.cmva.cl;INGRESA;SI;SI
MU338;425;MU000;Region de Valparaiso;VILLA ALEMANA;http://www.villalemanino.cl/transparencia.html;INGRESA;SI;SI
CM263;6838;CM000;Region de Valparaiso;VILLA ALEMANA;http://;NO INGRESA;SI;NO
MU260;347;MU000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://transparencia.rancagua.cl/?modulo=transparencia-pasiva;INGRESA;SI;SI
CM059;331100;CM000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://;NO INGRESA;SI;SI
AO024;878;AO000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://webhosting.redsalud.gov.cl/transparencia/public/ssohiggins/solicitud_informacion.html;INGRESA;SI;SI
AB082;965;AB000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;https://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=AB082;INGRESA;SI;SI
MA021;327850;ASOC;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://;NO INGRESA;SI;SI
CM142;6717;CM000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://;NO INGRESA;SI;NO
AB042;796;AB000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB016;NO INGRESA;SI;NO
AP026;331457;AP000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
CM248;6823;CM000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://;NO INGRESA;SI;NO
CM178;6753;CM000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://;NO INGRESA;SI;NO
AO046;56300;AO000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://webhosting.redsalud.gov.cl/transparencia/public/seremi6/solicitud_informacion_2013.html;INGRESA;SI;SI
CM060;331101;CM000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://;NO INGRESA;SI;SI
CM058;331050;CM000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://;NO INGRESA;SI;SI
AP008;947;AP000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
CM008;58704;CM000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://;INGRESA;SI;SI
UN018;326854;UN000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://www.uoh.cl;INGRESA;SI;SI
AB016;770;AB000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AO088;919;AO000;Region del Libertador General Bernardo O'Higgins;RANCAGUA;http://webhosting.redsalud.gov.cl/transparencia/?id=AO088;INGRESA;SI;SI
CM097;6672;CM000;Region del Libertador General Bernardo O'Higgins;CODEGUA;http://;NO INGRESA;SI;NO
CM121;6696;CM000;Region del Libertador General Bernardo O'Higgins;CODEGUA;http://;NO INGRESA;SI;NO
MU051;138;MU000;Region del Libertador General Bernardo O'Higgins;CODEGUA;http://www.municipalidaddecodegua.cl/municipalidad/transparencia/solicitud.php;INGRESA;SI;SI
MU054;506;MU000;Region del Libertador General Bernardo O'Higgins;COINCO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=506;INGRESA;SI;SI
MU059;146;MU000;Region del Libertador General Bernardo O'Higgins;COLTAUCO;https://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU059;INGRESA;SI;SI
MU081;168;MU000;Region del Libertador General Bernardo O'Higgins;DONIHUE;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU081;INGRESA;SI;SI
MU100;547;MU000;Region del Libertador General Bernardo O'Higgins;GRANEROS;http://www.municipalidadgraneros.cl/index.php?option=com_ckforms&view= ckforms&task=send&id=1;INGRESA;SI;SI
MU134;221;MU000;Region del Libertador General Bernardo O'Higgins;LAS CABRAS;http://www.lascabrasmunicipalidad.cl/trans_lascabras/index.php/inicio/solicitud;INGRESA;SI;SI
CM079;6654;CM000;Region del Libertador General Bernardo O'Higgins;MACHALI;http://;NO INGRESA;SI;NO
CM201;6776;CM000;Region del Libertador General Bernardo O'Higgins;MACHALI;http://;NO INGRESA;SI;NO
MU160;247;MU000;Region del Libertador General Bernardo O'Higgins;MACHALI;http://www.machali.cl/machali-transparente/index.php/es/component/content/article/8-secciones-transparencia-activa/65-solicitud-de-acceso-a-la-informacion-publica-ley-20-285;INGRESA;SI;SI
MU164;251;MU000;Region del Libertador General Bernardo O'Higgins;MALLOA;https://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU164;INGRESA;SI;SI
MU176;263;MU000;Region del Libertador General Bernardo O'Higgins;MOSTAZAL;http://mostazal.cl/Transparencia2/formulario.php;INGRESA;SI;SI
MU188;622;MU000;Region del Libertador General Bernardo O'Higgins;OLIVAR;http://www.muniolivar.cl/web/index.php/formulario-de-solicitud-de-informacion;INGRESA;SI;SI
MU216;646;MU000;Region del Libertador General Bernardo O'Higgins;PEUMO;http://www.mpeumo.cl/form_transparencia.html;INGRESA;SI;SI
CM111;6686;CM000;Region del Libertador General Bernardo O'Higgins;PICHIDEGUA;http://;NO INGRESA;SI;NO
CM146;6721;CM000;Region del Libertador General Bernardo O'Higgins;PICHIDEGUA;http://;NO INGRESA;SI;NO
MU218;648;MU000;Region del Libertador General Bernardo O'Higgins;PICHIDEGUA;http://pichidegua.cl/transparencia.htm;INGRESA;SI;SI
MU256;682;MU000;Region del Libertador General Bernardo O'Higgins;QUINTA DE TILCOCO;https://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU256;INGRESA;SI;SI
MU266;689;MU000;Region del Libertador General Bernardo O'Higgins;RENGO;http://200.68.34.157/transparenciaRengo/paginas/form20285.aspx;INGRESA;SI;SI
MU267;690;MU000;Region del Libertador General Bernardo O'Higgins;REQUINOA;http://www.requinoa.cl/VI/?requinoa=formulario_transparencia;INGRESA;SI;SI
MU303;721;MU000;Region del Libertador General Bernardo O'Higgins;SAN VICENTE;http://http://www.municipalidadsanvicente.cl/wp-content/uploads/2013/05/SOLICITUD_DE_ACCESO-DEF.pdf;INGRESA;SI;SI
CM256;6831;CM000;Region del Libertador General Bernardo O'Higgins;SAN VICENTE;http://;NO INGRESA;SI;NO
CM051;58877;CM000;Region del Libertador General Bernardo O'Higgins;SAN VICENTE;http://www.educacionsanvicente.cl/contacto/;INGRESA;SI;SI
CM064;6639;CM000;Region del Libertador General Bernardo O'Higgins;PICHILEMU;http://;NO INGRESA;SI;NO
MU219;649;MU000;Region del Libertador General Bernardo O'Higgins;PICHILEMU;http://www.pichilemu.cl/accesopublico/formulario/Formulario_SAI.pdf;INGRESA;SI;SI
AB044;798;AB000;Region del Libertador General Bernardo O'Higgins;PICHILEMU;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU119;562;MU000;Region del Libertador General Bernardo O'Higgins;LA ESTRELLA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=562;INGRESA;SI;SI
MU141;581;MU000;Region del Libertador General Bernardo O'Higgins;LITUECHE;http://www.litueche.cl/;INGRESA;SI;SI
MU165;601;MU000;Region del Libertador General Bernardo O'Higgins;MARCHIGUE;http://www.munimarchigue.cl;INGRESA;SI;SI
MU180;267;MU000;Region del Libertador General Bernardo O'Higgins;NAVIDAD;http://www.muninavidad.cl/transparencia;INGRESA;SI;SI
MU203;636;MU000;Region del Libertador General Bernardo O'Higgins;PAREDONES;http://www.comunaparedones.cl/index.php?option=com_mad4joomla&jid=1&Itemid=113;INGRESA;SI;SI
CM010;58708;CM000;Region del Libertador General Bernardo O'Higgins;SAN FERNANDO;http://transparencia.cormusaf.cl/solicitud.html;INGRESA;SI;NO
CM252;6827;CM000;Region del Libertador General Bernardo O'Higgins;SAN FERNANDO;http://;NO INGRESA;SI;NO
AJ026;330551;AJ000;Region del Libertador General Bernardo O'Higgins;SAN FERNANDO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=330202;INGRESA;SI;SI
MU287;374;MU000;Region del Libertador General Bernardo O'Higgins;SAN FERNANDO;http://190.98.197.123/ticket_san_fernando/index.php;INGRESA;SI;SI
AO087;918;AO000;Region del Libertador General Bernardo O'Higgins;SAN FERNANDO;http://hsmq.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AB043;797;AB000;Region del Libertador General Bernardo O'Higgins;SAN FERNANDO;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU039;492;MU000;Region del Libertador General Bernardo O'Higgins;CHEPICA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=492;INGRESA;SI;SI
MU044;497;MU000;Region del Libertador General Bernardo O'Higgins;CHIMBARONGO;http://www.municipalidadchimbarongo.com/web2.0/index.php/solicitud-de-informacion;INGRESA;SI;SI
PP006;326800;PP000;Region del Libertador General Bernardo O'Higgins;CHIMBARONGO;http://;NO INGRESA;NO;SI
MU147;586;MU000;Region del Libertador General Bernardo O'Higgins;LOLOL;http://www.portaltransparencia.cl/PortalPdT/descargar-formulario-de-solicitud-de-informacion;INGRESA;SI;SI
MU179;614;MU000;Region del Libertador General Bernardo O'Higgins;NANCAGUA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=614;INGRESA;SI;SI
MU199;632;MU000;Region del Libertador General Bernardo O'Higgins;PALMILLA;http://www.munipalmilla.cl/images/stories/admmun/solicitud_info.pdf;INGRESA;SI;SI
MU213;644;MU000;Region del Libertador General Bernardo O'Higgins;PERALILLO;http://gestiondesolicitudes.muniperalillo.cl;INGRESA;SI;SI
MU223;652;MU000;Region del Libertador General Bernardo O'Higgins;PLACILLA;http://www.municipalidadplacilla.cl/formulario/formulario.html;INGRESA;SI;SI
MU237;324;MU000;Region del Libertador General Bernardo O'Higgins;PUMANQUE;http://www.munipumanque.cl/;INGRESA;SI;SI
MU305;723;MU000;Region del Libertador General Bernardo O'Higgins;SANTA CRUZ;http://www.municipalidadsantacruz.cl/index.php/formulario-de-acceso-a-la-informacion-publica;INGRESA;SI;NO
AB083;966;AB000;Region del Maule;TALCA;http://www.goremaule.cl/sgs/;INGRESA;SI;SI
AB046;800;AB000;Region del Maule;TALCA;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB020;NO INGRESA;SI;NO
AB020;774;AB000;Region del Maule;TALCA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CM128;6703;CM000;Region del Maule;TALCA;http://;NO INGRESA;SI;NO
AP027;331458;AP000;Region del Maule;TALCA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
AO085;916;AO000;Region del Maule;TALCA;http://www.hospitaldetalca.cl/transparencia/solicitud_informacion/solicitud_informacion.html;INGRESA;SI;SI
CM135;6710;CM000;Region del Maule;TALCA;http://;NO INGRESA;SI;NO
MU312;727;MU000;Region del Maule;TALCA;http://www.munitalca.cl/index.php?option=com_rsform&formId=3&Itemid=126;INGRESA;SI;SI
AP009;948;AP000;Region del Maule;TALCA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=948;INGRESA;SI;SI
AO025;879;AO000;Region del Maule;TALCA;https://www.ssmaule.cl/transparencia/solicitud_informacion/solicitud_informacion.html;INGRESA;SI;SI
AO047;56301;AO000;Region del Maule;TALCA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=AO047;INGRESA;SI;SI
CM112;6687;CM000;Region del Maule;TALCA;http://;NO INGRESA;SI;NO
UN012;1087;UN000;Region del Maule;TALCA;http://condor2.utalca.cl/pls/serv/oirs.formulario;NO INGRESA;SI;NO
CM108;6683;CM000;Region del Maule;CONSTITUCION;https://culturaconstitucion.cl/transparencia/;NO INGRESA;SI;SI
MU064;513;MU000;Region del Maule;CONSTITUCION;http://www.constitucion.cl/transparencia/index.php/inicio/formulario;INGRESA;SI;SI
CM124;6699;CM000;Region del Maule;CONSTITUCION;http://;NO INGRESA;SI;SI
MU077;526;MU000;Region del Maule;CUREPTO;https://www.portaltransparencia.cl/PortalPdT/descargar-formulario-de-solicitud-de-informacion;INGRESA;SI;NO
MU087;534;MU000;Region del Maule;EMPEDRADO;http://www.empedrado.cl/transparenciaempedrado/solicitud.html;INGRESA;SI;SI
CM077;6652;CM000;Region del Maule;MAULE;http://;NO INGRESA;SI;NO
MU169;605;MU000;Region del Maule;MAULE;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU169;INGRESA;SI;SI
MA028;328750;ASOC;Region del Maule;PELARCO;http://www.muniseptima.cl;NO INGRESA;SI;SI
MU206;638;MU000;Region del Maule;PELARCO;http://190.9.56.30/transparencia/index.php/descargar-formulario-solicitud-de-informacion;INGRESA;SI;SI
MU209;641;MU000;Region del Maule;PENCAHUE;http://mpencahue.cl/transparencia/Formulario.php;INGRESA;SI;SI
MU271;694;MU000;Region del Maule;RIO CLARO;http://rioclarotransparente.cl/SistemaSolicitud/solicitud_informacion.html;INGRESA;SI;SI
MU283;705;MU000;Region del Maule;SAN CLEMENTE;http://WWW.SANCLEMENTE.CL;INGRESA;SI;SI
CM191;6766;CM000;Region del Maule;SAN CLEMENTE;http://;INGRESA;SI;SI
CM283;6758;CM000;Region del Maule;SAN CLEMENTE;http://;NO INGRESA;SI;NO
